date,weight_kg
2021-08-06,99.7
2021-08-07,99.7
2021-08-08,99.7
2021-08-09,99.7
2021-08-10,99.8
2021-08-11,99.8
2021-08-12,99.8
2021-08-13,99.8
2021-08-14,99.8
2021-08-15,99.8
2021-08-16,99.8
2021-08-17,99.8
2021-08-18,99.8
2021-08-19,99.8
2021-08-20,99.8
2021-08-21,99.8
2021-08-22,99.8
2021-08-23,99.7
2021-08-24,99.7
2021-08-25,99.7
2021-08-26,99.7
2021-08-27,99.7
2021-08-28,99.7
2021-08-29,99.7
2021-08-30,99.6
2021-08-31,99.6
2021-09-01,99.6
2021-09-02,99.6
2021-09-03,99.6
2021-09-04,99.5
2021-09-05,99.5
2021-09-06,99.5
2021-09-07,99.5
2021-09-08,99.5
2021-09-09,99.4
2021-09-10,99.4
2021-09-11,99.4
2021-09-12,99.4
2021-09-13,99.4
2021-09-14,99.3
2021-09-15,99.3
2021-09-16,99.3
2021-09-17,99.3
2021-09-18,99.3
2021-09-19,99.3
2021-09-20,99.3
2021-09-21,99.2
2021-09-22,99.2
2021-09-23,99.2
2021-09-24,99.2
2021-09-25,99.2
2021-09-26,99.2
2021-09-27,99.2
2021-09-28,99.2
2021-09-29,99.2
2021-09-30,99.2
2021-10-01,99.2
2021-10-02,99.2
2021-10-03,99.2
2021-10-04,99.2
2021-10-05,99.2
2021-10-06,99.2
2021-10-07,99.2
2021-10-08,99.2
2021-10-09,99.2
2021-10-10,99.2
2021-10-11,99.2
2021-10-12,99.2
2021-10-13,99.2
2021-10-14,99.2
2021-10-15,99.3
2021-10-16,99.3
2021-10-17,99.3
2021-10-18,99.3
2021-10-19,99.4
2021-10-20,99.4
2021-10-21,99.4
2021-10-22,99.4
2021-10-23,99.5
2021-10-24,99.5
2021-10-25,99.5
2021-10-26,99.5
2021-10-27,99.5
2021-10-28,99.6
2021-10-29,99.6
2021-10-30,99.6
2021-10-31,99.6
2021-11-01,99.6
2021-11-02,99.6
2021-11-03,99.6
2021-11-04,99.6
2021-11-05,99.5
2021-11-06,99.5
2021-11-07,99.5
2021-11-08,99.5
2021-11-09,99.5
2021-11-10,99.4
2021-11-11,99.4
2021-11-12,99.3
2021-11-13,99.3
2021-11-14,99.3
2021-11-15,99.2
2021-11-16,99.2
2021-11-17,99.1
2021-11-18,99.1
2021-11-19,99.1
2021-11-20,99.0
2021-11-21,99.0
2021-11-22,98.9
2021-11-23,98.9
2021-11-24,98.9
2021-11-25,98.8
2021-11-26,98.8
2021-11-27,98.7
2021-11-28,98.7
2021-11-29,98.7
2021-11-30,98.6
2021-12-01,98.6
2021-12-02,98.6
2021-12-03,98.5
2021-12-04,98.5
2021-12-05,98.5
2021-12-06,98.4
2021-12-07,98.4
2021-12-08,98.4
2021-12-09,98.4
2021-12-10,98.3
2021-12-11,98.3
2021-12-12,98.3
2021-12-13,98.3
2021-12-14,98.3
2021-12-15,98.2
2021-12-16,98.2
2021-12-17,98.2
2021-12-18,98.2
2021-12-19,98.2
2021-12-20,98.2
2021-12-21,98.2
2021-12-22,98.1
2021-12-23,98.1
2021-12-24,98.1
2021-12-25,98.1
2021-12-26,98.1
2021-12-27,98.1
2021-12-28,98.1
2021-12-29,98.1
2021-12-30,98.1
2021-12-31,98.1
2022-01-01,98.1
2022-01-02,98.0
2022-01-03,98.0
2022-01-04,98.0
2022-01-05,98.0
2022-01-06,98.0
2022-01-07,98.0
2022-01-08,98.0
2022-01-09,98.0
2022-01-10,98.0
2022-01-11,98.0
2022-01-12,98.0
2022-01-13,98.0
2022-01-14,98.0
2022-01-15,98.0
2022-01-16,98.0
2022-01-17,98.0
2022-01-18,98.0
2022-01-19,98.0
2022-01-20,98.0
2022-01-21,98.0
2022-01-22,98.0
2022-01-23,98.0
2022-01-24,98.0
2022-01-25,98.0
2022-01-26,98.0
2022-01-27,98.0
2022-01-28,98.0
2022-01-29,98.0
2022-01-30,98.0
2022-01-31,98.0
2022-02-01,98.0
2022-02-02,98.0
2022-02-03,98.0
2022-02-04,98.0
2022-02-05,98.0
2022-02-06,98.0
2022-02-07,98.0
2022-02-08,98.0
2022-02-09,98.0
2022-02-10,98.0
2022-02-11,98.0
2022-02-12,98.0
2022-02-13,98.0
2022-02-14,98.0
2022-02-15,98.0
2022-02-16,98.0
2022-02-17,98.0
2022-02-18,98.0
2022-02-19,98.0
2022-02-20,98.0
2022-02-21,98.0
2022-02-22,98.0
2022-02-23,98.0
2022-02-24,98.0
2022-02-25,98.0
2022-02-26,98.0
2022-02-27,98.0
2022-02-28,98.0
2022-03-01,98.0
2022-03-02,98.0
2022-03-03,98.0
2022-03-04,98.0
2022-03-05,98.0
2022-03-06,98.0
2022-03-07,98.0
2022-03-08,98.0
2022-03-09,98.0
2022-03-10,98.0
2022-03-11,98.0
2022-03-12,98.0
2022-03-13,98.0
2022-03-14,98.0
2022-03-15,98.0
2022-03-16,98.0
2022-03-17,98.0
2022-03-18,98.0
2022-03-19,98.0
2022-03-20,98.0
2022-03-21,98.0
2022-03-22,98.0
2022-03-23,98.0
2022-03-24,98.0
2022-03-25,98.0
2022-03-26,98.0
2022-03-27,98.0
2022-03-28,98.0
2022-03-29,98.0
2022-03-30,98.0
2022-03-31,98.0
2022-04-01,98.0
2022-04-02,98.0
2022-04-03,98.0
2022-04-04,98.0
2022-04-05,98.0
2022-04-06,98.0
2022-04-07,98.0
2022-04-08,98.0
2022-04-09,98.0
2022-04-10,98.0
2022-04-11,98.0
2022-04-12,98.0
2022-04-13,98.0
2022-04-14,98.0
2022-04-15,98.0
2022-04-16,98.0
2022-04-17,98.0
2022-04-18,98.0
2022-04-19,98.0
2022-04-20,98.0
2022-04-21,98.0
2022-04-22,98.0
2022-04-23,98.0
2022-04-24,98.0
2022-04-25,98.0
2022-04-26,98.0
2022-04-27,98.0
2022-04-28,98.0
2022-04-29,98.0
2022-04-30,98.0
2022-05-01,98.0
2022-05-02,98.0
2022-05-03,98.0
2022-05-04,98.0
2022-05-05,98.0
2022-05-06,98.0
2022-05-07,98.0
2022-05-08,98.0
2022-05-09,98.0
2022-05-10,98.0
2022-05-11,98.0
2022-05-12,98.0
2022-05-13,98.0
2022-05-14,98.0
2022-05-15,98.0
2022-05-16,98.0
2022-05-17,98.0
2022-05-18,98.0
2022-05-19,98.0
2022-05-20,98.0
2022-05-21,98.0
2022-05-22,98.0
2022-05-23,98.0
2022-05-24,98.0
2022-05-25,98.0
2022-05-26,98.0
2022-05-27,98.0
2022-05-28,98.0
2022-05-29,98.0
2022-05-30,98.0
2022-05-31,98.0
2022-06-01,98.0
2022-06-02,98.0
2022-06-03,98.0
2022-06-04,98.0
2022-06-05,98.0
2022-06-06,98.0
2022-06-07,98.0
2022-06-08,98.0
2022-06-09,98.0
2022-06-10,98.0
2022-06-11,98.0
2022-06-12,98.0
2022-06-13,98.0
2022-06-14,98.0
2022-06-15,98.0
2022-06-16,98.0
2022-06-17,98.0
2022-06-18,98.0
2022-06-19,98.0
2022-06-20,98.0
2022-06-21,98.0
2022-06-22,98.0
2022-06-23,98.0
2022-06-24,98.0
2022-06-25,98.0
2022-06-26,98.0
2022-06-27,98.0
2022-06-28,98.0
2022-06-29,98.0
2022-06-30,98.0
2022-07-01,98.0
2022-07-02,98.0
2022-07-03,98.0
2022-07-04,98.0
2022-07-05,98.0
2022-07-06,98.0
2022-07-07,98.0
2022-07-08,98.0
2022-07-09,98.0
2022-07-10,98.0
2022-07-11,98.0
2022-07-12,98.0
2022-07-13,98.0
2022-07-14,98.0
2022-07-15,98.0
2022-07-16,98.0
2022-07-17,98.0
2022-07-18,98.0
2022-07-19,98.0
2022-07-20,98.0
2022-07-21,98.0
2022-07-22,98.0
2022-07-23,98.0
2022-07-24,98.0
2022-07-25,98.0
2022-07-26,98.0
2022-07-27,98.0
2022-07-28,98.0
2022-07-29,98.0
2022-07-30,98.0
2022-07-31,98.0
2022-08-01,98.0
2022-08-02,98.0
2022-08-03,98.0
2022-08-04,98.0
2022-08-05,98.0
2022-08-06,98.0
2022-08-07,98.0
2022-08-08,98.0
2022-08-09,98.0
2022-08-10,98.0
2022-08-11,98.0
2022-08-12,98.0
2022-08-13,98.0
2022-08-14,98.0
2022-08-15,98.0
2022-08-16,98.0
2022-08-17,98.0
2022-08-18,98.0
2022-08-19,98.0
2022-08-20,98.0
2022-08-21,98.0
2022-08-22,98.0
2022-08-23,98.0
2022-08-24,98.0
2022-08-25,98.0
2022-08-26,98.0
2022-08-27,98.0
2022-08-28,98.0
2022-08-29,98.0
2022-08-30,98.0
2022-08-31,98.0
2022-09-01,98.0
2022-09-02,98.0
2022-09-03,98.0
2022-09-04,98.0
2022-09-05,98.0
2022-09-06,98.0
2022-09-07,98.0
2022-09-08,98.0
2022-09-09,98.0
2022-09-10,98.0
2022-09-11,98.0
2022-09-12,98.0
2022-09-13,98.0
2022-09-14,98.0
2022-09-15,98.0
2022-09-16,98.0
2022-09-17,98.0
2022-09-18,98.0
2022-09-19,98.0
2022-09-20,98.0
2022-09-21,98.0
2022-09-22,98.0
2022-09-23,98.0
2022-09-24,98.0
2022-09-25,98.0
2022-09-26,98.0
2022-09-27,98.0
2022-09-28,98.0
2022-09-29,98.0
2022-09-30,98.0
2022-10-01,98.0
2022-10-02,98.0
2022-10-03,98.0
2022-10-04,98.0
2022-10-05,98.0
2022-10-06,98.0
2022-10-07,98.0
2022-10-08,98.0
2022-10-09,98.0
2022-10-10,98.0
2022-10-11,98.0
2022-10-12,98.0
2022-10-13,98.0
2022-10-14,98.0
2022-10-15,98.0
2022-10-16,98.0
2022-10-17,98.0
2022-10-18,98.0
2022-10-19,98.0
2022-10-20,98.0
2022-10-21,98.0
2022-10-22,98.0
2022-10-23,98.0
2022-10-24,98.0
2022-10-25,98.0
2022-10-26,98.0
2022-10-27,98.0
2022-10-28,98.0
2022-10-29,98.0
2022-10-30,98.0
2022-10-31,98.0
2022-11-01,98.0
2022-11-02,98.0
2022-11-03,98.0
2022-11-04,98.0
2022-11-05,98.0
2022-11-06,98.0
2022-11-07,98.0
2022-11-08,98.0
2022-11-09,98.0
2022-11-10,98.0
2022-11-11,98.0
2022-11-12,98.0
2022-11-13,98.0
2022-11-14,98.0
2022-11-15,98.0
2022-11-16,98.0
2022-11-17,98.0
2022-11-18,98.0
2022-11-19,98.0
2022-11-20,98.0
2022-11-21,98.0
2022-11-22,98.0
2022-11-23,98.0
2022-11-24,98.0
2022-11-25,98.0
2022-11-26,98.0
2022-11-27,98.0
2022-11-28,98.0
2022-11-29,98.0
2022-11-30,98.0
2022-12-01,98.0
2022-12-02,98.0
2022-12-03,98.0
2022-12-04,98.0
2022-12-05,98.0
2022-12-06,98.0
2022-12-07,98.0
2022-12-08,98.0
2022-12-09,98.0
2022-12-10,98.0
2022-12-11,98.0
2022-12-12,98.0
2022-12-13,98.0
2022-12-14,98.0
2022-12-15,98.0
2022-12-16,98.0
2022-12-17,98.0
2022-12-18,98.0
2022-12-19,98.0
2022-12-20,98.0
2022-12-21,98.0
2022-12-22,98.0
2022-12-23,98.0
2022-12-24,98.0
2022-12-25,98.0
2022-12-26,98.0
2022-12-27,98.0
2022-12-28,98.0
2022-12-29,98.0
2022-12-30,98.0
2022-12-31,98.0
2023-01-01,98.0
2023-01-02,98.0
2023-01-03,98.0
2023-01-04,98.0
2023-01-05,98.0
2023-01-06,98.0
2023-01-07,98.0
2023-01-08,98.0
2023-01-09,98.0
2023-01-10,98.0
2023-01-11,98.0
2023-01-12,98.0
2023-01-13,98.0
2023-01-14,98.0
2023-01-15,98.0
2023-01-16,98.0
2023-01-17,98.0
2023-01-18,98.0
2023-01-19,98.0
2023-01-20,98.0
2023-01-21,98.0
2023-01-22,98.0
2023-01-23,98.0
2023-01-24,98.0
2023-01-25,98.0
2023-01-26,98.0
2023-01-27,98.0
2023-01-28,98.0
2023-01-29,98.0
2023-01-30,98.0
2023-01-31,98.0
2023-02-01,98.0
2023-02-02,98.0
2023-02-03,98.0
2023-02-04,98.0
2023-02-05,98.0
2023-02-06,98.0
2023-02-07,98.0
2023-02-08,98.0
2023-02-09,98.0
2023-02-10,98.0
2023-02-11,98.0
2023-02-12,98.0
2023-02-13,98.0
2023-02-14,98.0
2023-02-15,98.0
2023-02-16,98.0
2023-02-17,98.0
2023-02-18,101.0
2023-02-19,101.0
2023-02-20,101.0
2023-02-21,101.0
2023-02-22,101.0
2023-02-23,101.0
2023-02-24,101.0
2023-02-25,101.0
2023-02-26,101.0
2023-02-27,101.0
2023-02-28,101.0
2023-03-01,101.0
2023-03-02,101.0
2023-03-03,101.0
2023-03-04,101.0
2023-03-05,101.0
2023-03-06,101.0
2023-03-07,101.0
2023-03-08,101.0
2023-03-09,101.0
2023-03-10,101.0
2023-03-11,101.0
2023-03-12,101.0
2023-03-13,101.0
2023-03-14,101.0
2023-03-15,101.0
2023-03-16,101.0
2023-03-17,101.0
2023-03-18,101.0
2023-03-19,101.0
2023-03-20,101.0
2023-03-21,101.0
2023-03-22,101.0
2023-03-23,101.0
2023-03-24,101.0
2023-03-25,101.0
2023-03-26,101.0
2023-03-27,101.0
2023-03-28,101.0
2023-03-29,101.0
2023-03-30,101.0
2023-03-31,101.0
2023-04-01,101.0
2023-04-02,101.0
2023-04-03,101.0
2023-04-04,101.0
2023-04-05,101.0
2023-04-06,101.0
2023-04-07,101.0
2023-04-08,101.0
2023-04-09,101.0
2023-04-10,101.0
2023-04-11,101.0
2023-04-12,101.0
2023-04-13,101.0
2023-04-14,101.0
2023-04-15,101.0
2023-04-16,101.0
2023-04-17,101.0
2023-04-18,101.0
2023-04-19,101.0
2023-04-20,101.0
2023-04-21,101.0
2023-04-22,101.0
2023-04-23,101.0
2023-04-24,101.0
2023-04-25,101.0
2023-04-26,101.0
2023-04-27,101.0
2023-04-28,101.0
2023-04-29,101.0
2023-04-30,101.0
2023-05-01,101.0
2023-05-02,101.0
2023-05-03,101.0
2023-05-04,101.0
2023-05-05,101.0
2023-05-06,101.0
2023-05-07,101.0
2023-05-08,101.0
2023-05-09,101.0
2023-05-10,101.0
2023-05-11,101.0
2023-05-12,101.0
2023-05-13,101.0
2023-05-14,101.0
2023-05-15,101.0
2023-05-16,101.0
2023-05-17,101.0
2023-05-18,101.0
2023-05-19,101.0
2023-05-20,101.0
2023-05-21,101.0
2023-05-22,101.0
2023-05-23,101.0
2023-05-24,101.0
2023-05-25,101.0
2023-05-26,101.0
2023-05-27,101.0
2023-05-28,101.0
2023-05-29,101.0
2023-05-30,101.0
2023-05-31,101.0
2023-06-01,101.0
2023-06-02,101.0
2023-06-03,101.0
2023-06-04,101.0
2023-06-05,101.0
2023-06-06,101.0
2023-06-07,101.0
2023-06-08,101.0
2023-06-09,101.0
2023-06-10,101.0
2023-06-11,101.0
2023-06-12,101.0
2023-06-13,101.0
2023-06-14,101.0
2023-06-15,101.0
2023-06-16,101.0
2023-06-17,101.0
2023-06-18,101.0
2023-06-19,101.0
2023-06-20,101.0
2023-06-21,101.0
2023-06-22,101.0
2023-06-23,101.0
2023-06-24,101.0
2023-06-25,101.0
2023-06-26,101.0
2023-06-27,101.0
2023-06-28,101.0
2023-06-29,101.0
2023-06-30,101.0
2023-07-01,101.0
2023-07-02,101.0
2023-07-03,101.0
2023-07-04,101.0
2023-07-05,101.0
2023-07-06,101.0
2023-07-07,101.0
2023-07-08,101.0
2023-07-09,101.0
2023-07-10,101.0
2023-07-11,101.0
2023-07-12,101.0
2023-07-13,101.0
2023-07-14,101.0
2023-07-15,101.0
2023-07-16,101.0
2023-07-17,101.0
2023-07-18,101.0
2023-07-19,101.0
2023-07-20,101.0
2023-07-21,101.0
2023-07-22,101.0
2023-07-23,101.0
2023-07-24,101.0
2023-07-25,101.0
2023-07-26,101.0
2023-07-27,101.0
2023-07-28,101.0
2023-07-29,101.0
2023-07-30,101.0
2023-07-31,101.0
2023-08-01,101.0
2023-08-02,101.0
2023-08-03,101.0
2023-08-04,101.0
2023-08-05,101.0
2023-08-06,101.0
2023-08-07,101.0
2023-08-08,101.0
2023-08-09,101.0
2023-08-10,101.0
2023-08-11,101.0
2023-08-12,101.0
2023-08-13,101.0
2023-08-14,101.0
2023-08-15,101.0
2023-08-16,101.0
2023-08-17,101.0
2023-08-18,101.0
2023-08-19,101.0
2023-08-20,101.0
2023-08-21,101.0
2023-08-22,101.0
2023-08-23,101.0
2023-08-24,101.0
2023-08-25,101.0
2023-08-26,101.0
2023-08-27,101.0
2023-08-28,101.0
2023-08-29,101.0
2023-08-30,101.0
2023-08-31,101.0
2023-09-01,101.0
2023-09-02,101.0
2023-09-03,101.0
2023-09-04,101.0
2023-09-05,101.0
2023-09-06,101.0
2023-09-07,101.0
2023-09-08,101.0
2023-09-09,101.0
2023-09-10,101.0
2023-09-11,101.0
2023-09-12,101.0
2023-09-13,101.0
2023-09-14,101.0
2023-09-15,101.0
2023-09-16,101.0
2023-09-17,101.0
2023-09-18,101.0
2023-09-19,101.0
2023-09-20,101.0
2023-09-21,101.0
2023-09-22,101.0
2023-09-23,101.0
2023-09-24,101.0
2023-09-25,101.0
2023-09-26,101.0
2023-09-27,101.0
2023-09-28,101.0
2023-09-29,101.0
2023-09-30,101.0
2023-10-01,101.0
2023-10-02,101.0
2023-10-03,101.0
2023-10-04,101.0
2023-10-05,101.0
2023-10-06,101.0
2023-10-07,101.0
2023-10-08,101.0
2023-10-09,101.0
2023-10-10,101.0
2023-10-11,101.0
2023-10-12,101.0
2023-10-13,101.0
2023-10-14,101.0
2023-10-15,101.0
2023-10-16,101.0
2023-10-17,101.0
2023-10-18,101.0
2023-10-19,101.0
2023-10-20,101.0
2023-10-21,101.0
2023-10-22,101.0
2023-10-23,101.0
2023-10-24,101.0
2023-10-25,101.0
2023-10-26,101.0
2023-10-27,101.0
2023-10-28,101.0
2023-10-29,101.0
2023-10-30,101.0
2023-10-31,101.0
2023-11-01,101.0
2023-11-02,101.0
2023-11-03,101.0
2023-11-04,101.0
2023-11-05,101.0
2023-11-06,101.0
2023-11-07,101.0
2023-11-08,101.0
2023-11-09,101.0
2023-11-10,101.0
2023-11-11,101.0
2023-11-12,101.0
2023-11-13,101.0
2023-11-14,101.0
2023-11-15,101.0
2023-11-16,101.0
2023-11-17,101.0
2023-11-18,101.0
2023-11-19,101.0
2023-11-20,101.0
2023-11-21,101.0
2023-11-22,101.0
2023-11-23,101.0
2023-11-24,101.0
2023-11-25,101.0
2023-11-26,101.0
2023-11-27,101.0
2023-11-28,101.0
2023-11-29,101.0
2023-11-30,101.0
2023-12-01,101.0
2023-12-02,101.0
2023-12-03,101.0
2023-12-04,101.0
2023-12-05,101.0
2023-12-06,101.0
2023-12-07,101.0
2023-12-08,101.0
2023-12-09,101.0
2023-12-10,101.0
2023-12-11,101.0
2023-12-12,101.0
2023-12-13,101.0
2023-12-14,101.0
2023-12-15,101.0
2023-12-16,101.0
2023-12-17,101.0
2023-12-18,101.0
2023-12-19,101.0
2023-12-20,101.0
2023-12-21,101.0
2023-12-22,101.0
2023-12-23,101.0
2023-12-24,101.0
2023-12-25,100.9
2023-12-26,100.9
2023-12-27,100.9
2023-12-28,100.9
2023-12-29,100.9
2023-12-30,100.9
2023-12-31,100.9
2024-01-01,100.9
2024-01-02,100.9
2024-01-03,100.9
2024-01-04,100.9
2024-01-05,100.9
2024-01-06,100.9
2024-01-07,100.9
2024-01-08,100.9
2024-01-09,100.9
2024-01-10,100.8
2024-01-11,100.8
2024-01-12,100.8
2024-01-13,100.8
2024-01-14,100.8
2024-01-15,100.8
2024-01-16,100.8
2024-01-17,100.8
2024-01-18,100.8
2024-01-19,100.8
2024-01-20,100.7
2024-01-21,100.7
2024-01-22,100.7
2024-01-23,100.7
2024-01-24,100.7
2024-01-25,100.7
2024-01-26,100.7
2024-01-27,100.7
2024-01-28,100.7
2024-01-29,100.7
2024-01-30,100.7
2024-01-31,100.7
2024-02-01,100.7
2024-02-02,100.7
2024-02-03,100.7
2024-02-04,100.6
2024-02-05,100.6
2024-02-06,100.6
2024-02-07,100.6
2024-02-08,100.6
2024-02-09,100.6
2024-02-10,100.6
2024-02-11,100.6
2024-02-12,100.6
2024-02-13,100.6
2024-02-14,100.6
2024-02-15,100.6
2024-02-16,100.6
2024-02-17,100.6
2024-02-18,100.6
2024-02-19,100.6
2024-02-20,100.6
2024-02-21,100.6
2024-02-22,100.6
2024-02-23,100.5
2024-02-24,100.5
2024-02-25,100.5
2024-02-26,100.5
2024-02-27,100.5
2024-02-28,100.5
2024-02-29,100.4
2024-03-01,100.4
2024-03-02,100.4
2024-03-03,100.3
2024-03-04,100.3
2024-03-05,100.3
2024-03-06,100.2
2024-03-07,100.2
2024-03-08,100.1
2024-03-09,100.0
2024-03-10,100.0
2024-03-11,99.9
2024-03-12,99.8
2024-03-13,99.8
2024-03-14,99.7
2024-03-15,99.6
2024-03-16,99.6
2024-03-17,99.5
2024-03-18,99.5
2024-03-19,99.4
2024-03-20,99.4
2024-03-21,99.3
2024-03-22,99.3
2024-03-23,99.2
2024-03-24,99.2
2024-03-25,99.2
2024-03-26,99.1
2024-03-27,99.1
2024-03-28,99.1
2024-03-29,99.1
2024-03-30,99.1
2024-03-31,99.1
2024-04-01,99.1
2024-04-02,99.0
2024-04-03,99.0
2024-04-04,99.0
2024-04-05,99.0
2024-04-06,99.0
2024-04-07,99.0
2024-04-08,99.0
2024-04-09,99.0
2024-04-10,99.0
2024-04-11,99.0
2024-04-12,99.0
2024-04-13,99.0
2024-04-14,99.0
2024-04-15,99.0
2024-04-16,99.0
2024-04-17,99.0
2024-04-18,99.0
2024-04-19,99.0
